code,name,name_tv,gender,function,country_code,disciplines,events,birth_date
1966390,NDOMBE IMPELENGA Aristote,Aristote NDOMBE IMPELENGA,Male,Athlete,COD,['Swimming'],"[""Men's 50m Freestyle""]",2001-09-30
1966402,CONNERS Corey,Corey CONNERS,Male,Athlete,CAN,['Golf'],"[""Men's Individual Stroke Play""]",1992-01-06
1966405,HENDERSON Brooke M,Brooke M. HENDERSON,Female,Athlete,CAN,['Golf'],"[""Women's Individual Stroke Play""]",1997-09-10
1966409,SHARP Alena,Alena SHARP,Female,Athlete,CAN,['Golf'],"[""Women's Individual Stroke Play""]",1981-03-07
1966414,TAYLOR Nick,Nick TAYLOR,Male,Athlete,CAN,['Golf'],"[""Men's Individual Stroke Play""]",1988-04-14
1966448,BROWN Kaiya,Kaiya BROWN,Female,Athlete,SAM,['Swimming'],"[""Women's 50m Freestyle""]",2004-04-17
1966493,GAITOU Adele Sodalo Agnes,Adele Sodalo Agnes GAITOU,Female,Athlete,TOG,['Swimming'],"[""Women's 50m Freestyle""]",2007-02-06
1966502,KAFADAR Josipa,Josipa KAFADAR,Female,Athlete,CAN,['Taekwondo'],['Women -49kg'],2001-02-02
1966505,PARK Skylar,Skylar PARK,Female,Athlete,CAN,['Taekwondo'],['Women -57kg'],1999-06-06
1966530,MUXANGA Tiago,Tiago MUXANGA,Male,Athlete,MOZ,['Boxing'],"[""Men's 71kg""]",2000-09-12
1966539,KECHTA Yassine,Yassine KECHTA,Male,Athlete,MAR,['Football'],['Men'],2002-02-25
1966556,AL-ZINKEE Hasan Ali Khaleel,Hasan Ali Khaleel AL-ZINKEE,Male,Athlete,IRQ,['Swimming'],"[""Men's 100m Butterfly""]",2004-02-14
1966622,JONES Carlik,Carlik JONES,Male,Athlete,SSD,['Basketball'],['Men'],1997-12-23
1966624,RICHARDSON Amir,Amir RICHARDSON,Male,Athlete,MAR,['Football'],['Men'],2002-01-24
1966625,JOK Peter,Peter JOK,Male,Athlete,SSD,['Basketball'],['Men'],1994-03-30
1966630,EL KHANNOUSS Bilal,Bilal EL KHANNOUSS,Male,Athlete,MAR,['Football'],['Men'],2004-05-10
1966639,EZZALZOULI Abde,Abde EZZALZOULI,Male,Athlete,MAR,['Football'],['Men'],2001-12-17
1966642,EL AZZOUZI Oussama,Oussama EL AZZOUZI,Male,Athlete,MAR,['Football'],['Men'],2001-05-29
1966652,BONHOMME Ariane,Ariane BONHOMME,Female,Athlete,CAN,['Cycling Track'],"[""Women's Madison"", ""Women's Team Pursuit""]",1995-04-02
1966653,JACKSON Alison,Alison JACKSON,Female,Athlete,CAN,['Cycling Road'],"[""Women's Road Race""]",1988-12-14
1966655,BIBIC Dylan,Dylan BIBIC,Male,Athlete,CAN,['Cycling Track'],"[""Men's Madison"", ""Men's Omnium"", ""Men's Team Pursuit""]",2003-08-03
1966661,MATTERN Carson,Carson MATTERN,Male,Athlete,CAN,['Cycling Track'],"[""Men's Team Pursuit""]",2004-02-24
1966665,GEE Derek,Derek GEE,Male,Athlete,CAN,['Cycling Road'],"[""Men's Road Race"", ""Men's Individual Time Trial""]",1997-08-03
1966666,ATTWELL Erin,Erin ATTWELL,Female,Athlete,CAN,['Cycling Track'],"[""Women's Madison"", ""Women's Team Pursuit""]",1999-03-12
1966671,MAJENDIE Fiona,Fiona MAJENDIE,Female,Alternate Athlete,CAN,['Cycling Track'],"[""Women's Team Pursuit""]",1997-11-05
1966673,HOLMGREN Gunnar,Gunnar HOLMGREN,Male,Athlete,CAN,['Cycling Mountain Bike'],"[""Men's Cross-country""]",1999-06-23
1966676,HOLMGREN Isabella,Isabella HOLMGREN,Female,Athlete,CAN,['Cycling Mountain Bike'],"[""Women's Cross-country""]",2005-05-22
1966677,BOYLE Jackie,Jackie BOYLE,Female,Alternate Athlete,CAN,['Cycling Track'],"[""Women's Team Sprint""]",1997-08-07
1966678,HEDGCOCK James,James HEDGCOCK,Male,Athlete,CAN,['Cycling Track'],"[""Men's Keirin"", ""Men's Sprint"", ""Men's Team Sprint""]",2001-11-15
1966681,WHALEY Jeffrey,Jeffrey WHALEY,Male,Athlete,CAN,['Cycling BMX Freestyle'],"[""Men's Park""]",1996-03-10
1966686,GENEST Lauriane,Lauriane GENEST,Female,Athlete,CAN,['Cycling Track'],"[""Women's Keirin"", ""Women's Sprint"", ""Women's Team Sprint""]",1998-05-28
1966688,COLES-LYSTER Maggie,Maggie COLES-LYSTER,Female,Athlete,CAN,['Cycling Track'],"[""Women's Madison"", ""Women's Omnium"", ""Women's Team Pursuit""]",1999-02-12
1966690,FOLEY Michael,Michael FOLEY,Male,Athlete,CAN,['Cycling Track'],"[""Men's Madison"", ""Men's Team Pursuit""]",1999-01-12
1966691,GUILLEMETTE Mathias,Mathias GUILLEMETTE,Male,Athlete,CAN,['Cycling Track'],"[""Men's Madison"", ""Men's Omnium"", ""Men's Team Pursuit""]",2002-01-14
1966693,SIMPSON Molly,Molly SIMPSON,Female,Athlete,CAN,['Cycling BMX Racing'],['Women'],2002-12-11
1966695,WOODS Michael,Michael WOODS,Male,Athlete,CAN,['Cycling Road'],"[""Men's Road Race""]",1986-10-12
1966697,WAMMES Nick,Nick WAMMES,Male,Athlete,CAN,['Cycling Track'],"[""Men's Keirin"", ""Men's Sprint"", ""Men's Team Sprint""]",1999-10-21
1966699,BARIL Olivia,Olivia BARIL,Female,Athlete,CAN,['Cycling Road'],"[""Women's Road Race"", ""Women's Individual Time Trial""]",1997-10-10
1966702,DODYK Ryan,Ryan DODYK,Male,Alternate Athlete,CAN,['Cycling Track'],"[""Men's Team Sprint""]",1996-12-04
1966709,ORBAN Sarah,Sarah ORBAN,Female,Athlete,CAN,['Cycling Track'],"[""Women's Keirin"", ""Women's Sprint"", ""Women's Team Sprint""]",1995-10-22
1966711,RICHARDSON Sean,Sean RICHARDSON,Male,Alternate Athlete,CAN,['Cycling Track'],"[""Men's Team Pursuit""]",2001-01-29
1966712,van DAM Sarah,Sarah van DAM,Female,Athlete,CAN,['Cycling Track'],"[""Women's Omnium"", ""Women's Team Pursuit""]",2001-12-04
1966717,RORKE Tyler,Tyler RORKE,Male,Athlete,CAN,['Cycling Track'],"[""Men's Keirin"", ""Men's Sprint"", ""Men's Team Sprint""]",2003-05-28
1966719,MITCHELL Kelsey,Kelsey MITCHELL,Female,Athlete,CAN,['Cycling Track'],"[""Women's Keirin"", ""Women's Sprint"", ""Women's Team Sprint""]",1993-11-26
1966721,NAKACH Akram,Akram NAKACH,Male,Athlete,MAR,['Football'],['Men'],2002-04-07
1966737,TIEBWA Nera,Nera TIEBWA,Female,Athlete,KIR,['Judo'],['Women -57 kg'],2008-10-02
1966742,van DIJKE Sanne,Sanne van DIJKE,Female,Athlete,NED,['Judo'],"['Women -70 kg', 'Mixed Team']",1995-07-21
1966746,van LIESHOUT Joanne,Joanne van LIESHOUT,Female,Athlete,NED,['Judo'],"['Women -63 kg', 'Mixed Team']",2002-11-08
1966747,KAMPS Marit,Marit KAMPS,Female,Athlete,NED,['Judo'],"['Women +78 kg', 'Mixed Team']",2001-03-04
1966748,BEURSKENS Julie,Julie BEURSKENS,Female,Athlete,NED,['Judo'],"['Women -57 kg', 'Mixed Team']",2004-07-12
1966753,STEENHUIS Guusje,Guusje STEENHUIS,Female,Athlete,NED,['Judo'],"['Women -78 kg', 'Mixed Team']",1992-10-27
1966756,de WIT Frank,Frank de WIT,Male,Athlete,NED,['Judo'],"['Men -81 kg', 'Mixed Team']",1996-02-13
1966757,van T END Noel,Noel van T END,Male,Athlete,NED,['Judo'],"['Men -90 kg', 'Mixed Team']",1991-06-15
1966764,TSJAKADOEA Tornike,Tornike TSJAKADOEA,Male,Athlete,NED,['Judo'],"['Men -60 kg', 'Mixed Team']",1996-10-05
1966766,KORREL Michael,Michael KORREL,Male,Athlete,NED,['Judo'],"['Men -100 kg', 'Mixed Team']",1994-02-27
1966768,SNIPPE Jelle,Jelle SNIPPE,Male,Athlete,NED,['Judo'],"['Men +100 kg', 'Mixed Team']",1998-09-19
1966875,VORSSELMAN Ruth,Ruth VORSSELMAN,Female,Athlete,NED,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",1997-03-23
1966877,KONIJN Selma,Selma KONIJN,Female,Athlete,NED,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",1999-04-29
1966879,WEGMAN Martina,Martina WEGMAN,Female,Athlete,NED,['Canoe Slalom'],"[""Women's Kayak Single"", ""Women's Kayak Cross""]",1989-06-13
1966881,TEUNISSEN Lena,Lena TEUNISSEN,Female,Athlete,NED,['Canoe Slalom'],"[""Women's Canoe Single"", ""Women's Kayak Cross""]",1997-08-17
1966883,OTTEN Joris,Joris OTTEN,Male,Athlete,NED,['Canoe Slalom'],"[""Men's Canoe Single"", ""Men's Kayak Cross""]",1997-12-01
1966914,ZWETSLOOT Roos,Roos ZWETSLOOT,Female,Athlete,NED,['Skateboarding'],"[""Women's Street""]",2000-07-27
1966915,OLDENBEUVING Keet,Keet OLDENBEUVING,Female,Athlete,NED,['Skateboarding'],"[""Women's Street""]",2004-09-01
1966919,TARGHALLINE Oussama,Oussama TARGHALLINE,Male,Athlete,MAR,['Football'],['Men'],2002-05-20
1966925,EERLAND Britt,Britt EERLAND,Female,Athlete,NED,['Table Tennis'],"[""Women's Singles""]",1994-02-22
1966945,RUS Arantxa,Arantxa RUS,Female,Athlete,NED,['Tennis'],"[""Women's Doubles"", ""Women's Singles""]",1990-12-13
1966946,SCHUURS Demi,Demi SCHUURS,Female,Athlete,NED,['Tennis'],"[""Women's Doubles"", 'Mixed Doubles']",1993-08-01
1966948,HAASE Robin,Robin HAASE,Male,Athlete,NED,['Tennis'],"[""Men's Doubles"", ""Men's Singles""]",1987-04-06
1966949,ROJER Jean-Julien,Jean-Julien ROJER,Male,Athlete,NED,['Tennis'],"[""Men's Doubles""]",1981-08-25
1966950,GRIEKSPOOR Tallon,Tallon GRIEKSPOOR,Male,Athlete,NED,['Tennis'],"[""Men's Doubles"", ""Men's Singles""]",1996-07-02
1966952,KOOLHOF Wesley,Wesley KOOLHOF,Male,Athlete,NED,['Tennis'],"[""Men's Doubles"", 'Mixed Doubles']",1989-04-17
1966987,FARINANGO BERRU David Andres,David Andres FARINANGO BERRU,Male,Athlete,ECU,['Marathon Swimming'],"[""Men's 10km""]",2000-10-20
1967053,MANAOUT Haytam,Haytam MANAOUT,Male,Athlete,MAR,['Football'],['Men'],2001-04-18
1967057,MAC NEIL Margaret,Margaret MAC NEIL,Female,Athlete,CAN,['Swimming'],"[""Women's 100m Butterfly"", ""Women's 100m Freestyle"", ""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 100m Medley Relay"", 'Mixed 4 x 100m Medley Relay']",2000-02-26
1967058,KHARUN Ilya,Ilya KHARUN,Male,Athlete,CAN,['Swimming'],"[""Men's 100m Butterfly"", ""Men's 200m Butterfly"", ""Men's 4 x 100m Medley Relay""]",2005-02-07
1967062,O'CROININ Emma,Emma O'CROININ,Female,Athlete,CAN,['Swimming'],"[""Women's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",2003-05-22
1967063,ACEVEDO Javier,Javier ACEVEDO,Male,Athlete,CAN,['Swimming'],"[""Men's 100m Backstroke"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 100m Medley Relay""]",1998-01-28
1967065,KNOX Finlay,Finlay KNOX,Male,Athlete,CAN,['Swimming'],"[""Men's 200m Individual Medley"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 100m Medley Relay"", 'Mixed 4 x 100m Medley Relay']",2001-01-08
1967069,LIENDO Josh,Josh LIENDO,Male,Athlete,CAN,['Swimming'],"[""Men's 100m Butterfly"", ""Men's 100m Freestyle"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 100m Medley Relay"", ""Men's 50m Freestyle"", 'Mixed 4 x 100m Medley Relay']",2002-08-20
1967074,ANGUS Sophie,Sophie ANGUS,Female,Athlete,CAN,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 4 x 100m Medley Relay""]",1999-03-12
1967084,RUCK Taylor,Taylor RUCK,Female,Athlete,CAN,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", ""Women's 50m Freestyle"", 'Mixed 4 x 100m Medley Relay']",2000-05-28
1967086,WOG Kelsey,Kelsey WOG,Female,Athlete,CAN,['Swimming'],"[""Women's 200m Breaststroke""]",1998-09-19
1967088,HARVEY Mary-Sophie,Mary-Sophie HARVEY,Female,Athlete,CAN,['Swimming'],"[""Women's 200m Freestyle"", ""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 100m Medley Relay"", ""Women's 4 x 200m Freestyle Relay""]",1999-08-11
1967092,BROUSSEAU Julie,Julie BROUSSEAU,Female,Athlete,CAN,['Swimming'],"[""Women's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",2006-01-09
1967095,JANSEN Ella,Ella JANSEN,Female,Athlete,CAN,['Swimming'],"[""Women's 400m Individual Medley"", ""Women's 4 x 200m Freestyle Relay""]",2005-09-01
1967099,OLEKSIAK Penny,Penny OLEKSIAK,Female,Athlete,CAN,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 100m Medley Relay"", 'Relay Only Athlete']",2000-06-13
1967104,MASSE Kylie,Kylie MASSE,Female,Athlete,CAN,['Swimming'],"[""Women's 100m Backstroke"", ""Women's 200m Backstroke"", ""Women's 4 x 100m Medley Relay"", 'Mixed 4 x 100m Medley Relay']",1996-01-18
1967105,PICKREM Sydney,Sydney PICKREM,Female,Athlete,CAN,['Swimming'],"[""Women's 200m Breaststroke"", ""Women's 200m Individual Medley""]",1997-05-21
1967108,SMITH Rebecca,Rebecca SMITH,Female,Athlete,CAN,['Swimming'],"[""Women's 100m Butterfly""]",2000-03-14
1967110,FINLIN Emma,Emma FINLIN,Female,Athlete,CAN,['Marathon Swimming'],"[""Women's 10km""]",2005-04-27
1967119,WILM Ingrid,Ingrid WILM,Female,Athlete,CAN,['Swimming'],"[""Women's 100m Backstroke"", ""Women's 4 x 100m Medley Relay""]",1998-06-08
1967125,JANKOVICS Tristan,Tristan JANKOVICS,Male,Athlete,CAN,['Swimming'],"[""Men's 400m Individual Medley""]",2004-05-10
1967138,KISIL Yuri,Yuri KISIL,Male,Athlete,CAN,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 4 x 100m Freestyle Relay""]",1995-09-18
1967140,McINTOSH Summer,Summer McINTOSH,Female,Athlete,CAN,['Swimming'],"[""Women's 200m Butterfly"", ""Women's 200m Individual Medley"", ""Women's 400m Freestyle"", ""Women's 400m Individual Medley"", ""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 100m Medley Relay"", ""Women's 4 x 200m Freestyle Relay""]",2006-08-18
1967144,WIGGINTON Lorne,Lorne WIGGINTON,Male,Athlete,CAN,['Swimming'],"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",2005-10-27
1967151,AXON Alex,Alex AXON,Male,Athlete,CAN,['Swimming'],"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",2003-06-01
1967153,DOUTHWRIGHT Brooklyn,Brooklyn DOUTHWRIGHT,Female,Athlete,CAN,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",2003-05-20
1967156,TIERNEY Blake,Blake TIERNEY,Male,Athlete,CAN,['Swimming'],"[""Men's 100m Backstroke"", ""Men's 200m Backstroke"", ""Men's 4 x 100m Medley Relay"", 'Mixed 4 x 100m Medley Relay']",2002-01-10
1967157,HESS Apollo,Apollo HESS,Male,Athlete,CAN,['Swimming'],"['Relay Only Athlete', 'Mixed 4 x 100m Medley Relay']",2002-07-15
1967158,HUSSEY Patrick,Patrick HUSSEY,Male,Athlete,CAN,['Swimming'],"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",2001-03-01
1967163,BAGSHAW Jeremy,Jeremy BAGSHAW,Male,Athlete,CAN,['Swimming'],"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",1992-04-21
1967172,MAOUHOUB Mehdi,Mehdi MAOUHOUB,Male,Athlete,MAR,['Football'],['Men'],2003-06-05
1967180,AWUJO Simi,Simi AWUJO,Female,Athlete,CAN,['Football'],['Women'],2003-09-23
1967181,BECKIE Janine,Janine BECKIE,Female,Athlete,CAN,['Football'],['Women'],1994-08-20
1967183,BUCHANAN Kadeisha,Kadeisha BUCHANAN,Female,Athlete,CAN,['Football'],['Women'],1995-11-11
1967185,CARLE Gabrielle,Gabrielle CARLE,Female,Athlete,CAN,['Football'],['Women'],1998-10-12
1967192,D'ANGELO Sabrina,Sabrina D'ANGELO,Female,Athlete,CAN,['Football'],['Women'],1993-05-11
1967194,FLEMING Jessie,Jessie FLEMING,Female,Athlete,CAN,['Football'],['Women'],1998-03-10
1967196,GILLES Vanessa,Vanessa GILLES,Female,Athlete,CAN,['Football'],['Women'],1996-03-11
1967197,GROSSO Julia,Julia GROSSO,Female,Athlete,CAN,['Football'],['Women'],2000-08-28
1967200,HUITEMA Jordyn,Jordyn HUITEMA,Female,Athlete,CAN,['Football'],['Women'],2001-05-07
1967203,LACASSE Cloe,Cloe LACASSE,Female,Athlete,CAN,['Football'],['Women'],1993-07-06
1967207,LAWRENCE Ashley,Ashley LAWRENCE,Female,Athlete,CAN,['Football'],['Women'],1995-06-11
1967208,LEON Adriana,Adriana LEON,Female,Athlete,CAN,['Football'],['Women'],1992-10-02
1967216,PRINCE Nichelle,Nichelle PRINCE,Female,Athlete,CAN,['Football'],['Women'],1995-02-19
1967218,QUINN,QUINN,Female,Athlete,CAN,['Football'],['Women'],1995-08-11
1967220,RIVIERE Jayde,Jayde RIVIERE,Female,Athlete,CAN,['Football'],['Women'],2001-01-22
1967221,ROSE Jade,Jade ROSE,Female,Athlete,CAN,['Football'],['Women'],2003-02-12
1967225,SHERIDAN Kailen,Kailen SHERIDAN,Female,Athlete,CAN,['Football'],['Women'],1995-07-16
1967232,VIENS Evelyne,Evelyne VIENS,Female,Athlete,CAN,['Football'],['Women'],1997-02-06
1967236,ZADORSKY Shelina,Shelina ZADORSKY,Female,Athlete,CAN,['Football'],['Women'],1992-10-23
1967241,BEN SEGHIR Eliesse,Eliesse BEN SEGHIR,Male,Athlete,MAR,['Football'],['Men'],2005-02-16
1967252,ROSE Alex,Alex ROSE,Male,Athlete,SAM,['Athletics'],"[""Men's Discus Throw""]",1991-11-17
1967338,BUKOVEC Sophie,Sophie BUKOVEC,Female,Athlete,CAN,['Beach Volleyball'],['Women'],1995-09-22
1967339,DEARING Daniel,Daniel DEARING,Male,Athlete,CAN,['Beach Volleyball'],['Men'],1990-01-13
1967340,HUMANA-PAREDES Melissa,Melissa HUMANA-PAREDES,Female,Athlete,CAN,['Beach Volleyball'],['Women'],1992-10-10
1967345,SCHACHTER Samuel,Samuel SCHACHTER,Male,Athlete,CAN,['Beach Volleyball'],['Men'],1990-05-08
1967346,WILKERSON Brandie,Brandie WILKERSON,Female,Athlete,CAN,['Beach Volleyball'],['Women'],1992-07-01
1967347,BANSLEY Heather,Heather BANSLEY,Female,Athlete,CAN,['Beach Volleyball'],['Women'],1987-09-13
1967389,CREVIER Axelle,Axelle CREVIER,Female,Athlete,CAN,['Water Polo'],['Women'],1997-03-22
1967392,la ROCHE Shae,Shae la ROCHE,Female,Athlete,CAN,['Water Polo'],['Women'],1992-09-03
1967393,BROWNE Serena,Serena BROWNE,Female,Athlete,CAN,['Water Polo'],['Women'],2004-03-15
1967394,McKELVEY Hayley,Hayley McKELVEY,Female,Athlete,CAN,['Water Polo'],['Women'],1996-03-11
1967395,BAKOC Verica,Verica BAKOC,Female,Athlete,CAN,['Water Polo'],['Women'],1999-05-03
1967398,GAUDREAULT Jessica,Jessica GAUDREAULT,Female,Athlete,CAN,['Water Polo'],['Women'],1994-07-18
1967400,McDOWELL Blaire,Blaire McDOWELL,Female,Athlete,CAN,['Water Polo'],['Women'],2000-08-09
1967401,MIMIDES Marilia,Marilia MIMIDES,Female,Athlete,CAN,['Water Polo'],['Women'],1997-11-28
1967403,WRIGHT Emma,Emma WRIGHT,Female,Athlete,CAN,['Water Polo'],['Women'],1996-11-16
1967405,LEMAY-LAVOIE Elyse,Elyse LEMAY-LAVOIE,Female,Athlete,CAN,['Water Polo'],['Women'],1994-11-12
1967407,PAUL Kindred,Kindred PAUL,Female,Athlete,CAN,['Water Polo'],['Women'],1996-02-22
1967408,LEKNESS Rae,Rae LEKNESS,Female,Athlete,CAN,['Water Polo'],['Women'],1994-04-12
1967410,VULPISI Clara,Clara VULPISI,Female,Athlete,CAN,['Water Polo'],['Women'],1998-07-15
1967431,YAKOVLEV Vladislav,Vladislav YAKOVLEV,Male,Athlete,KAZ,['Rowing'],"[""Men's Single Sculls""]",1993-01-01
1967435,JONES Aislin,Aislin JONES,Female,Athlete,AUS,['Shooting'],"['Skeet Women', 'Skeet Mixed Team']",2000-02-08
1967440,SKINNER Catherine,Catherine SKINNER,Female,Athlete,AUS,['Shooting'],['Trap Women'],1990-02-11
1967442,SAMPSON Dane,Dane SAMPSON,Male,Athlete,AUS,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men']",1986-08-20
1967444,GALIABOVITCH Elena,Elena GALIABOVITCH,Female,Athlete,AUS,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women']",1989-11-13
1967446,ROSSITER Jack,Jack ROSSITER,Male,Athlete,AUS,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men']",1997-06-13
1967447,WILLETT James,James WILLETT,Male,Athlete,AUS,['Shooting'],['Trap Men'],1995-12-23
1967448,BELL Joshua,Joshua BELL,Male,Athlete,AUS,['Shooting'],"['Skeet Men', 'Skeet Mixed Team']",1994-05-20
1967451,ILES Mitchell,Mitchell ILES,Male,Athlete,AUS,['Shooting'],['Trap Men'],1999-03-25
1967454,SMITH Penny,Penny SMITH,Female,Athlete,AUS,['Shooting'],['Trap Women'],1995-04-21
1967457,EVGLEVSKI Sergei,Sergei EVGLEVSKI,Male,Athlete,AUS,['Shooting'],['25m Rapid Fire Pistol Men'],1997-10-15
1967486,GARCIA Melique,Melique GARCIA,Male,Athlete,HON,['Athletics'],"[""Men's 100m""]",1992-06-18
1967497,CASSON Jenny,Jenny CASSON,Female,Athlete,CAN,['Rowing'],"[""Lightweight Women's Double Sculls""]",1995-08-30
1967508,DENT Abby,Abby DENT,Female,Athlete,CAN,['Rowing'],"[""Women's Eight""]",2002-03-04
1967511,GRUCHALLA-WESIERSKI Kasia,Kasia GRUCHALLA-WESIERSKI,Female,Athlete,CAN,['Rowing'],"[""Women's Eight""]",1991-03-31
1967514,KIT Kristen,Kristen KIT,Female,Athlete,CAN,['Rowing'],"[""Women's Eight""]",1988-08-18
1967515,MESCHKULEIT Maya,Maya MESCHKULEIT,Female,Athlete,CAN,['Rowing'],"[""Women's Eight""]",2001-07-28
1967516,MOFFATT Jill,Jill MOFFATT,Female,Athlete,CAN,['Rowing'],"[""Lightweight Women's Double Sculls""]",1993-02-09
1967517,PAYNE Sydney,Sydney PAYNE,Female,Athlete,CAN,['Rowing'],"[""Women's Eight""]",1997-09-16
1967522,SEVICK Jessica,Jessica SEVICK,Female,Athlete,CAN,['Rowing'],"[""Women's Eight""]",1989-07-15
1967528,WALKER Kristina,Kristina WALKER,Female,Athlete,CAN,['Rowing'],"[""Women's Eight""]",1996-05-09
1967530,WASTENEYS Avalon,Avalon WASTENEYS,Female,Athlete,CAN,['Rowing'],"[""Women's Eight""]",1997-08-31
1967565,ANA VITORIA,ANA VITORIA,Female,Athlete,BRA,['Football'],['Women'],2000-03-06
1967567,ANGELINA,ANGELINA,Female,Athlete,BRA,['Football'],['Women'],2000-01-26
1967574,ADRIANA,ADRIANA,Female,Athlete,BRA,['Football'],['Women'],1996-11-17
1967575,ANTONIA,ANTONIA,Female,Athlete,BRA,['Football'],['Women'],1994-04-26
1967593,GABI PORTILHO,GABI PORTILHO,Female,Athlete,BRA,['Football'],['Women'],1995-07-18
1967594,GABI NUNES,GABI NUNES,Female,Athlete,BRA,['Football'],['Women'],1997-03-10
1967599,JHENIFFER,JHENIFFER,Female,Athlete,BRA,['Football'],['Women'],2001-11-06
1967602,KEROLIN,KEROLIN,Female,Athlete,BRA,['Football'],['Women'],1999-11-17
1967606,LAUREN,LAUREN,Female,Athlete,BRA,['Football'],['Women'],2002-09-13
1967607,LUCIANA,LUCIANA,Female,Athlete,BRA,['Football'],['Women'],1987-07-24
1967608,LORENA,LORENA,Female,Athlete,BRA,['Football'],['Women'],1997-05-06
1967612,LUDMILA,LUDMILA,Female,Athlete,BRA,['Football'],['Women'],1994-12-01
1967616,DUDA SAMPAIO,DUDA SAMPAIO,Female,Athlete,BRA,['Football'],['Women'],2001-05-18
1967617,MARTA,MARTA,Female,Athlete,BRA,['Football'],['Women'],1986-02-19
1967623,PRISCILA,PRISCILA,Female,Athlete,BRA,['Football'],['Women'],2004-08-22
1967625,RAFAELLE,RAFAELLE,Female,Athlete,BRA,['Football'],['Women'],1991-06-18
1967626,TAMIRES,TAMIRES,Female,Athlete,BRA,['Football'],['Women'],1987-10-10
1967628,THAIS,THAIS,Female,Athlete,BRA,['Football'],['Women'],1996-05-01
1967629,TARCIANE,TARCIANE,Female,Athlete,BRA,['Football'],['Women'],2003-05-27
1967630,TAINA,TAINA,Female,Athlete,BRA,['Football'],['Women'],1995-05-01
1967635,VITORIA YAYA,VITORIA YAYA,Female,Athlete,BRA,['Football'],['Women'],2002-01-23
1967636,YASMIM,YASMIM,Female,Athlete,BRA,['Football'],['Women'],1996-10-28
1967638,PEREZ PENA Andrea,Andrea PEREZ PENA,Female,Athlete,ECU,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women']",1990-04-07
1967691,DURANGO FLORES Diana,Diana DURANGO FLORES,Female,Athlete,ECU,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women']",1988-10-02
1967710,DHESI Amarveer,Amarveer DHESI,Male,Athlete,CAN,['Wrestling'],"[""Men's Freestyle 125kg""]",1995-09-02
1967713,di STASIO Justina Renay,Justina Renay di STASIO,Female,Athlete,CAN,['Wrestling'],"[""Women's Freestyle 76kg""]",1992-11-22
1967719,GODINEZ GONZALEZ Ana Paula,Ana Paula GODINEZ GONZALEZ,Female,Athlete,CAN,['Wrestling'],"[""Women's Freestyle 62kg""]",1999-11-26
1967726,MOORE Alexander Robert,Alexander Robert MOORE,Male,Athlete,CAN,['Wrestling'],"[""Men's Freestyle 86kg""]",1997-08-18
1967727,MORAIS Linda,Linda MORAIS,Female,Athlete,CAN,['Wrestling'],"[""Women's Freestyle 68kg""]",1993-07-31
1967740,TAYLOR Hannah Fay,Hannah Fay TAYLOR,Female,Athlete,CAN,['Wrestling'],"[""Women's Freestyle 57kg""]",1998-04-30
1967750,TOMLJANOVIC Ajla,Ajla TOMLJANOVIC,Female,Athlete,AUS,['Tennis'],"[""Women's Doubles"", ""Women's Singles""]",1993-05-07
1967752,de MINAUR Alex,Alex de MINAUR,Male,Athlete,AUS,['Tennis'],"[""Men's Doubles""]",1999-02-17
1967753,POPYRIN Alexei,Alexei POPYRIN,Male,Athlete,AUS,['Tennis'],"[""Men's Doubles"", ""Men's Singles""]",1999-08-05
1967757,SAVILLE Daria,Daria SAVILLE,Female,Athlete,AUS,['Tennis'],"[""Women's Doubles""]",1994-03-05
1967758,PEREZ Ellen,Ellen PEREZ,Female,Athlete,AUS,['Tennis'],"[""Women's Doubles"", 'Mixed Doubles']",1995-10-10
1967762,PEERS John,John PEERS,Male,Athlete,AUS,['Tennis'],"[""Men's Doubles""]",1988-07-25
